row,date,attributes,values,brand
1370,2021-01-06,cc_volume,15,Nike
1371,2021-01-05,cc_volume,47,Nike
1372,2021-01-04,cc_volume,17,Nike
1373,2021-01-03,cc_volume,51,Nike
1374,2021-01-02,cc_volume,12,Nike
1375,2021-01-01,cc_volume,9,Nike
1376,2020-12-31,cc_volume,15,Nike
1377,2020-12-30,cc_volume,14,Nike
1378,2020-12-29,cc_volume,22,Nike
1379,2020-12-28,cc_volume,14,Nike
1380,2020-12-27,cc_volume,23,Nike
1381,2020-12-26,cc_volume,23,Nike
1382,2020-12-25,cc_volume,10,Nike
1383,2020-12-24,cc_volume,9,Nike
1384,2020-12-23,cc_volume,17,Nike
1385,2020-12-22,cc_volume,28,Nike
1386,2020-12-21,cc_volume,51,Nike
1387,2020-12-20,cc_volume,29,Nike
1388,2020-12-19,cc_volume,21,Nike
1389,2020-12-18,cc_volume,49,Nike
1390,2020-12-17,cc_volume,60,Nike
1391,2020-12-16,cc_volume,129,Nike
1392,2020-12-15,cc_volume,76,Nike
1393,2020-12-14,cc_volume,38,Nike
1394,2020-12-13,cc_volume,41,Nike
1395,2020-12-12,cc_volume,6,Nike
1396,2020-12-11,cc_volume,35,Nike
1397,2020-12-10,cc_volume,30,Nike
1398,2020-12-09,cc_volume,22,Nike
1399,2020-12-08,cc_volume,31,Nike
1400,2020-12-07,cc_volume,32,Nike
1401,2020-12-06,cc_volume,18,Nike
1402,2020-12-05,cc_volume,6,Nike
1403,2020-12-04,cc_volume,29,Nike
1404,2020-12-03,cc_volume,32,Nike
1405,2020-12-02,cc_volume,40,Nike
1406,2020-12-01,cc_volume,106,Nike
1407,2020-11-30,cc_volume,1020,Nike
1408,2020-11-29,cc_volume,415,Nike
1409,2020-11-28,cc_volume,47,Nike
1410,2020-11-27,cc_volume,37,Nike
1411,2020-11-26,cc_volume,8,Nike
1412,2020-11-25,cc_volume,28,Nike
1413,2020-11-24,cc_volume,35,Nike
1414,2020-11-23,cc_volume,22,Nike
1415,2020-11-22,cc_volume,6,Nike
1416,2020-11-21,cc_volume,13,Nike
1417,2020-11-20,cc_volume,20,Nike
1418,2020-11-19,cc_volume,23,Nike
1419,2020-11-18,cc_volume,22,Nike
1420,2020-11-17,cc_volume,12,Nike
1421,2020-11-16,cc_volume,14,Nike
1422,2020-11-15,cc_volume,7,Nike
1423,2020-11-14,cc_volume,7,Nike
1424,2020-11-13,cc_volume,28,Nike
1425,2020-11-12,cc_volume,19,Nike
1426,2020-11-11,cc_volume,26,Nike
1427,2020-11-10,cc_volume,21,Nike
1428,2020-11-09,cc_volume,13,Nike
1429,2020-11-08,cc_volume,12,Nike
1430,2020-11-07,cc_volume,11,Nike
1431,2020-11-06,cc_volume,18,Nike
1432,2020-11-05,cc_volume,20,Nike
1433,2020-11-04,cc_volume,13,Nike
1434,2020-11-03,cc_volume,16,Nike
1435,2020-11-02,cc_volume,18,Nike
1436,2020-11-01,cc_volume,9,Nike
1437,2020-10-31,cc_volume,6,Nike
1438,2020-10-30,cc_volume,23,Nike
1439,2020-10-29,cc_volume,21,Nike
1440,2020-10-28,cc_volume,18,Nike
1441,2020-10-27,cc_volume,17,Nike
1442,2020-10-26,cc_volume,23,Nike
1443,2020-10-25,cc_volume,22,Nike
1444,2020-10-24,cc_volume,8,Nike
1445,2020-10-23,cc_volume,22,Nike
1446,2020-10-22,cc_volume,73,Nike
1447,2020-10-21,cc_volume,73,Nike
1448,2020-10-20,cc_volume,22,Nike
1449,2020-10-19,cc_volume,17,Nike
1450,2020-10-18,cc_volume,6,Nike
1451,2020-10-17,cc_volume,11,Nike
1452,2020-10-16,cc_volume,19,Nike
1453,2020-10-15,cc_volume,12,Nike
1454,2020-10-14,cc_volume,13,Nike
1455,2020-10-13,cc_volume,29,Nike
1456,2021-04-12,bw_3ma_positive,5100.8,Nike
1457,2021-04-11,bw_3ma_positive,5078.1,Nike
1458,2021-04-10,bw_3ma_positive,5050.4,Nike
1459,2021-04-09,bw_3ma_positive,4966.633333333333,Nike
1460,2021-04-08,bw_3ma_positive,4949.155555555555,Nike
1461,2021-04-07,bw_3ma_positive,4930.766666666666,Nike
1462,2021-04-06,bw_3ma_positive,4901.022222222222,Nike
1463,2021-04-05,bw_3ma_positive,4825.433333333333,Nike
1464,2021-04-04,bw_3ma_positive,4810.677777777778,Nike
1465,2021-04-03,bw_3ma_positive,4801.5888888888885,Nike
1466,2021-04-02,bw_3ma_positive,4793.188888888889,Nike
1467,2021-04-01,bw_3ma_positive,4745.288888888889,Nike
1468,2021-03-31,bw_3ma_positive,4724.855555555556,Nike
1469,2021-03-30,bw_3ma_positive,4709.877777777778,Nike
1470,2021-03-29,bw_3ma_positive,4680.144444444444,Nike
1471,2021-03-28,bw_3ma_positive,4615.9,Nike
1472,2021-03-27,bw_3ma_positive,4516.466666666666,Nike
1473,2021-03-26,bw_3ma_positive,4484.677777777778,Nike
1474,2021-03-25,bw_3ma_positive,4441.766666666666,Nike
1475,2021-03-24,bw_3ma_positive,4409.766666666666,Nike
1476,2021-03-23,bw_3ma_positive,4436.788888888889,Nike
1477,2021-03-22,bw_3ma_positive,4433.388888888889,Nike
1478,2021-03-21,bw_3ma_positive,4428.4,Nike
1479,2021-03-20,bw_3ma_positive,4374.822222222222,Nike
1480,2021-03-19,bw_3ma_positive,4368.011111111111,Nike
1481,2021-03-18,bw_3ma_positive,4360.977777777778,Nike
1482,2021-03-17,bw_3ma_positive,4357.344444444445,Nike
1483,2021-03-16,bw_3ma_positive,4340.322222222222,Nike
1484,2021-03-15,bw_3ma_positive,4314.444444444444,Nike
1485,2021-03-14,bw_3ma_positive,4302.177777777778,Nike
1486,2021-03-13,bw_3ma_positive,4281.066666666667,Nike
1487,2021-03-12,bw_3ma_positive,4294.233333333334,Nike
1488,2021-03-11,bw_3ma_positive,4316.711111111111,Nike
1489,2021-03-10,bw_3ma_positive,4293.333333333333,Nike
1490,2021-03-09,bw_3ma_positive,4273.811111111111,Nike
1491,2021-03-08,bw_3ma_positive,4287.211111111111,Nike
1492,2021-03-07,bw_3ma_positive,4286.077777777778,Nike
1493,2021-03-06,bw_3ma_positive,4293.577777777778,Nike
1494,2021-03-05,bw_3ma_positive,4277.688888888889,Nike
1495,2021-03-04,bw_3ma_positive,4264.522222222222,Nike
1496,2021-03-03,bw_3ma_positive,4191.655555555555,Nike
1497,2021-03-02,bw_3ma_positive,4190.511111111111,Nike
1498,2021-03-01,bw_3ma_positive,4153.733333333334,Nike
1499,2021-02-28,bw_3ma_positive,4139.888888888889,Nike
1500,2021-02-27,bw_3ma_positive,4123.0888888888885,Nike
1501,2021-02-26,bw_3ma_positive,4109.022222222222,Nike
1502,2021-02-25,bw_3ma_positive,4113.788888888889,Nike
1503,2021-02-24,bw_3ma_positive,4106.522222222222,Nike
1504,2021-02-23,bw_3ma_positive,4104.2444444444445,Nike
1505,2021-02-22,bw_3ma_positive,4099.7,Nike
1506,2021-02-21,bw_3ma_positive,4105.833333333333,Nike
1507,2021-02-20,bw_3ma_positive,4087.8888888888887,Nike
1508,2021-02-19,bw_3ma_positive,3959.8444444444444,Nike
1509,2021-02-18,bw_3ma_positive,3952.133333333333,Nike
1510,2021-02-17,bw_3ma_positive,3958.5,Nike
1511,2021-02-16,bw_3ma_positive,3967.811111111111,Nike
1512,2021-02-15,bw_3ma_positive,3977.5666666666666,Nike
1513,2021-02-14,bw_3ma_positive,3980.7444444444445,Nike
1514,2021-02-13,bw_3ma_positive,3965.5333333333333,Nike
1515,2021-02-12,bw_3ma_positive,3957.811111111111,Nike
1516,2021-02-11,bw_3ma_positive,3946.688888888889,Nike
1517,2021-02-10,bw_3ma_positive,3936.0222222222224,Nike
1518,2021-02-09,bw_3ma_positive,3939.2,Nike
1519,2021-02-08,bw_3ma_positive,3935.3444444444444,Nike
1520,2021-02-07,bw_3ma_positive,3928.088888888889,Nike
1521,2021-02-06,bw_3ma_positive,3916.511111111111,Nike
1522,2021-02-05,bw_3ma_positive,3906.0777777777776,Nike
1523,2021-02-04,bw_3ma_positive,3898.133333333333,Nike
1524,2021-02-03,bw_3ma_positive,3878.8444444444444,Nike
1525,2021-02-02,bw_3ma_positive,3873.6222222222223,Nike
1526,2021-02-01,bw_3ma_positive,3746.9444444444443,Nike
1527,2021-01-31,bw_3ma_positive,3559.8777777777777,Nike
1528,2021-01-30,bw_3ma_positive,3551.4777777777776,Nike
1529,2021-01-29,bw_3ma_positive,3534.4555555555557,Nike
1530,2021-01-28,bw_3ma_positive,3502.677777777778,Nike
1531,2021-01-27,bw_3ma_positive,3520.6111111111113,Nike
1532,2021-01-26,bw_3ma_positive,3507.4444444444443,Nike
1533,2021-01-25,bw_3ma_positive,3506.988888888889,Nike
1534,2021-01-24,bw_3ma_positive,3509.488888888889,Nike
1535,2021-01-23,bw_3ma_positive,3526.9666666666667,Nike
1536,2021-01-22,bw_3ma_positive,3517.8888888888887,Nike
1537,2021-01-21,bw_3ma_positive,3520.1666666666665,Nike
1538,2021-01-20,bw_3ma_positive,3523.5666666666666,Nike
1539,2021-01-19,bw_3ma_positive,3522.8888888888887,Nike
1540,2021-01-18,bw_3ma_positive,3521.0666666666666,Nike
1541,2021-01-17,bw_3ma_positive,3561.011111111111,Nike
1542,2021-01-16,bw_3ma_positive,3585.5222222222224,Nike
1543,2021-01-15,bw_3ma_positive,3573.2555555555555,Nike
1544,2021-01-14,bw_3ma_positive,3559.177777777778,Nike
1545,2021-01-13,bw_3ma_positive,3558.9444444444443,Nike
1546,2021-01-12,bw_3ma_positive,3543.511111111111,Nike
1547,2021-01-11,bw_3ma_positive,3541.7,Nike
1548,2021-01-10,bw_3ma_positive,3560.088888888889,Nike
1549,2021-04-12,bw_3ma_negative,5897.633333333333,Nike
1550,2021-04-11,bw_3ma_negative,5872.666666666667,Nike
1551,2021-04-10,bw_3ma_negative,5867.222222222223,Nike
1552,2021-04-09,bw_3ma_negative,5857.233333333334,Nike
1553,2021-04-08,bw_3ma_negative,5837.711111111111,Nike
1554,2021-04-07,bw_3ma_negative,5800.2555555555555,Nike
1555,2021-04-06,bw_3ma_negative,5702.4111111111115,Nike
1556,2021-04-05,bw_3ma_negative,5592.533333333334,Nike
1557,2021-04-04,bw_3ma_negative,5452.0,Nike
1558,2021-04-03,bw_3ma_negative,5290.355555555556,Nike
1559,2021-04-02,bw_3ma_negative,5070.833333333333,Nike
1560,2021-04-01,bw_3ma_negative,4785.477777777778,Nike
1561,2021-03-31,bw_3ma_negative,4721.922222222222,Nike
1562,2021-03-30,bw_3ma_negative,4719.655555555555,Nike
1563,2021-03-29,bw_3ma_negative,4556.2,Nike
1564,2021-03-28,bw_3ma_negative,4247.233333333334,Nike
1565,2021-03-27,bw_3ma_negative,3888.777777777778,Nike
1566,2021-03-26,bw_3ma_negative,3756.2,Nike
1567,2021-03-25,bw_3ma_negative,3689.233333333333,Nike
1568,2021-03-24,bw_3ma_negative,3573.4555555555557,Nike
1569,2021-03-23,bw_3ma_negative,3528.277777777778,Nike
1570,2021-03-22,bw_3ma_negative,3504.4444444444443,Nike
1571,2021-03-21,bw_3ma_negative,3381.633333333333,Nike
1572,2021-03-20,bw_3ma_negative,3378.688888888889,Nike
1573,2021-03-19,bw_3ma_negative,3369.1555555555556,Nike
1574,2021-03-18,bw_3ma_negative,3358.711111111111,Nike
1575,2021-03-17,bw_3ma_negative,3345.322222222222,Nike
1576,2021-03-16,bw_3ma_negative,3331.2444444444445,Nike
1577,2021-03-15,bw_3ma_negative,3222.511111111111,Nike
1578,2021-03-14,bw_3ma_negative,3205.0333333333333,Nike
1579,2021-03-13,bw_3ma_negative,3205.266666666667,Nike
1580,2021-03-12,bw_3ma_negative,3197.777777777778,Nike
1581,2021-03-11,bw_3ma_negative,3189.3888888888887,Nike
1582,2021-03-10,bw_3ma_negative,3188.9333333333334,Nike
1583,2021-03-09,bw_3ma_negative,3175.311111111111,Nike
1584,2021-03-08,bw_3ma_negative,3168.722222222222,Nike
1585,2021-03-07,bw_3ma_negative,3167.133333333333,Nike
1586,2021-03-06,bw_3ma_negative,3161.4555555555557,Nike
1587,2021-03-05,bw_3ma_negative,3148.288888888889,Nike
1588,2021-03-04,bw_3ma_negative,3145.5666666666666,Nike
1589,2021-03-03,bw_3ma_negative,3141.2555555555555,Nike
1590,2021-03-02,bw_3ma_negative,3148.9777777777776,Nike
1591,2021-03-01,bw_3ma_negative,2941.9333333333334,Nike
1592,2021-02-28,bw_3ma_negative,2821.3888888888887,Nike
1593,2021-02-27,bw_3ma_negative,2913.1,Nike
1594,2021-02-26,bw_3ma_negative,2937.1666666666665,Nike
1595,2021-02-25,bw_3ma_negative,2938.7555555555555,Nike
1596,2021-02-24,bw_3ma_negative,2939.8888888888887,Nike
1597,2021-02-23,bw_3ma_negative,2943.9777777777776,Nike
1598,2021-02-22,bw_3ma_negative,2941.2555555555555,Nike
1599,2021-02-21,bw_3ma_negative,2940.3444444444444,Nike
1600,2021-02-20,bw_3ma_negative,2938.9777777777776,Nike
1601,2021-02-19,bw_3ma_negative,2932.6222222222223,Nike
1602,2021-02-18,bw_3ma_negative,2928.0777777777776,Nike
1603,2021-02-17,bw_3ma_negative,2927.6222222222223,Nike
1604,2021-02-16,bw_3ma_negative,2932.3888888888887,Nike
1605,2021-02-15,bw_3ma_negative,2930.1222222222223,Nike
1606,2021-02-14,bw_3ma_negative,2930.5777777777776,Nike
1607,2021-02-13,bw_3ma_negative,2930.811111111111,Nike
1608,2021-02-12,bw_3ma_negative,2942.8333333333335,Nike
1609,2021-02-11,bw_3ma_negative,2945.1,Nike
1610,2021-02-10,bw_3ma_negative,2954.866666666667,Nike
1611,2021-02-09,bw_3ma_negative,2954.188888888889,Nike
1612,2021-02-08,bw_3ma_negative,2957.822222222222,Nike
1613,2021-02-07,bw_3ma_negative,2935.5777777777776,Nike
1614,2021-02-06,bw_3ma_negative,2933.5333333333333,Nike
1615,2021-02-05,bw_3ma_negative,2918.5444444444443,Nike
1616,2021-02-04,bw_3ma_negative,2906.733333333333,Nike
1617,2021-02-03,bw_3ma_negative,2894.4666666666667,Nike
1618,2021-02-02,bw_3ma_negative,2874.9444444444443,Nike
1619,2021-02-01,bw_3ma_negative,2671.5333333333333,Nike
1620,2021-01-31,bw_3ma_negative,2408.188888888889,Nike
1621,2021-01-30,bw_3ma_negative,2412.5,Nike
1622,2021-01-29,bw_3ma_negative,2398.4222222222224,Nike
1623,2021-01-28,bw_3ma_negative,2389.788888888889,Nike
1624,2021-01-27,bw_3ma_negative,2373.8888888888887,Nike
1625,2021-01-26,bw_3ma_negative,2378.4333333333334,Nike
1626,2021-01-25,bw_3ma_negative,2388.6444444444446,Nike
1627,2021-01-24,bw_3ma_negative,2392.511111111111,Nike
1628,2021-01-23,bw_3ma_negative,2392.511111111111,Nike
1629,2021-01-22,bw_3ma_negative,2386.1555555555556,Nike
1630,2021-01-21,bw_3ma_negative,2377.0777777777776,Nike
1631,2021-01-20,bw_3ma_negative,2382.0777777777776,Nike
1632,2021-01-19,bw_3ma_negative,2392.7444444444445,Nike
1633,2021-01-18,bw_3ma_negative,2377.7555555555555,Nike
1634,2021-01-17,bw_3ma_negative,2410.4555555555557,Nike
1635,2021-01-16,bw_3ma_negative,2709.4444444444443,Nike
1636,2021-01-15,bw_3ma_negative,2710.1222222222223,Nike
1637,2021-01-14,bw_3ma_negative,2703.5333333333333,Nike
1638,2021-01-13,bw_3ma_negative,2660.1666666666665,Nike
1639,2021-01-12,bw_3ma_negative,2379.5666666666666,Nike
1640,2021-01-11,bw_3ma_negative,2370.711111111111,Nike
1641,2021-01-10,bw_3ma_negative,2374.1111111111113,Nike
1642,2021-04-12,bw_3ma_neutral,24824.944444444445,Nike
1643,2021-04-11,bw_3ma_neutral,24677.38888888889,Nike
1644,2021-04-10,bw_3ma_neutral,24657.411111111112,Nike
1645,2021-04-09,bw_3ma_neutral,24578.411111111112,Nike
1646,2021-04-08,bw_3ma_neutral,24498.5,Nike
1647,2021-04-07,bw_3ma_neutral,24384.077777777777,Nike
1648,2021-04-06,bw_3ma_neutral,24271.477777777778,Nike
1649,2021-04-05,bw_3ma_neutral,24189.066666666666,Nike
1650,2021-04-04,bw_3ma_neutral,24115.055555555555,Nike
1651,2021-04-03,bw_3ma_neutral,24062.844444444443,Nike
1652,2021-04-02,bw_3ma_neutral,23824.477777777778,Nike
1653,2021-04-01,bw_3ma_neutral,23546.833333333332,Nike
1654,2021-03-31,bw_3ma_neutral,23396.32222222222,Nike
1655,2021-03-30,bw_3ma_neutral,23223.344444444443,Nike
1656,2021-03-29,bw_3ma_neutral,22974.077777777777,Nike
1657,2021-03-28,bw_3ma_neutral,22518.0,Nike
1658,2021-03-27,bw_3ma_neutral,22204.722222222223,Nike
1659,2021-03-26,bw_3ma_neutral,21966.133333333335,Nike
1660,2021-03-25,bw_3ma_neutral,21603.133333333335,Nike
1661,2021-03-24,bw_3ma_neutral,21187.233333333334,Nike
1662,2021-03-23,bw_3ma_neutral,21077.81111111111,Nike
1663,2021-03-22,bw_3ma_neutral,20996.31111111111,Nike
1664,2021-03-21,bw_3ma_neutral,20911.866666666665,Nike
1665,2021-03-20,bw_3ma_neutral,20886.444444444445,Nike
1666,2021-03-19,bw_3ma_neutral,20902.566666666666,Nike
1667,2021-03-18,bw_3ma_neutral,20782.244444444445,Nike
1668,2021-03-17,bw_3ma_neutral,20709.144444444446,Nike
1669,2021-03-16,bw_3ma_neutral,20589.044444444444,Nike
1670,2021-03-15,bw_3ma_neutral,20507.088888888888,Nike
1671,2021-03-14,bw_3ma_neutral,20236.266666666666,Nike
1672,2021-03-13,bw_3ma_neutral,19805.38888888889,Nike
1673,2021-03-12,bw_3ma_neutral,19742.055555555555,Nike
1674,2021-03-11,bw_3ma_neutral,19626.51111111111,Nike
1675,2021-03-10,bw_3ma_neutral,19554.32222222222,Nike
1676,2021-03-09,bw_3ma_neutral,19394.955555555556,Nike
1677,2021-03-08,bw_3ma_neutral,19239.67777777778,Nike
1678,2021-03-07,bw_3ma_neutral,19194.055555555555,Nike
1679,2021-03-06,bw_3ma_neutral,19128.67777777778,Nike
1680,2021-03-05,bw_3ma_neutral,18999.733333333334,Nike
1681,2021-03-04,bw_3ma_neutral,18865.333333333332,Nike
1682,2021-03-03,bw_3ma_neutral,18679.855555555554,Nike
1683,2021-03-02,bw_3ma_neutral,18634.9,Nike
1684,2021-03-01,bw_3ma_neutral,18234.88888888889,Nike
1685,2021-02-28,bw_3ma_neutral,18149.3,Nike
1686,2021-02-27,bw_3ma_neutral,18189.033333333333,Nike
1687,2021-02-26,bw_3ma_neutral,18201.522222222222,Nike
1688,2021-02-25,bw_3ma_neutral,18185.62222222222,Nike
1689,2021-02-24,bw_3ma_neutral,18142.722222222223,Nike
1690,2021-02-23,bw_3ma_neutral,18070.533333333333,Nike
1691,2021-02-22,bw_3ma_neutral,18036.244444444445,Nike
1692,2021-02-21,bw_3ma_neutral,18034.21111111111,Nike
1693,2021-02-20,bw_3ma_neutral,18077.11111111111,Nike
1694,2021-02-19,bw_3ma_neutral,18066.666666666668,Nike
1695,2021-02-18,bw_3ma_neutral,18008.32222222222,Nike
1696,2021-02-17,bw_3ma_neutral,17984.266666666666,Nike
1697,2021-02-16,bw_3ma_neutral,17983.366666666665,Nike
1698,2021-02-15,bw_3ma_neutral,17986.544444444444,Nike
1699,2021-02-14,bw_3ma_neutral,17979.277777777777,Nike
1700,2021-02-13,bw_3ma_neutral,17985.17777777778,Nike
1701,2021-02-12,bw_3ma_neutral,17996.3,Nike
1702,2021-02-11,bw_3ma_neutral,17951.577777777777,Nike
1703,2021-02-10,bw_3ma_neutral,18008.566666666666,Nike
1704,2021-02-09,bw_3ma_neutral,18045.344444444443,Nike
1705,2021-02-08,bw_3ma_neutral,18127.533333333333,Nike
1706,2021-02-07,bw_3ma_neutral,18208.577777777777,Nike
1707,2021-02-06,bw_3ma_neutral,18262.155555555557,Nike
1708,2021-02-05,bw_3ma_neutral,18083.944444444445,Nike
1709,2021-02-04,bw_3ma_neutral,17844.9,Nike
1710,2021-02-03,bw_3ma_neutral,17781.78888888889,Nike
1711,2021-02-02,bw_3ma_neutral,17704.366666666665,Nike
1712,2021-02-01,bw_3ma_neutral,17433.98888888889,Nike
1713,2021-01-31,bw_3ma_neutral,17120.022222222222,Nike
1714,2021-01-30,bw_3ma_neutral,17140.911111111112,Nike
1715,2021-01-29,bw_3ma_neutral,17101.411111111112,Nike
1716,2021-01-28,bw_3ma_neutral,17038.977777777778,Nike
1717,2021-01-27,bw_3ma_neutral,17056.67777777778,Nike
1718,2021-01-26,bw_3ma_neutral,17046.911111111112,Nike
1719,2021-01-25,bw_3ma_neutral,17071.655555555557,Nike
1720,2021-01-24,bw_3ma_neutral,17123.422222222223,Nike
1721,2021-01-23,bw_3ma_neutral,17196.522222222222,Nike
1722,2021-01-22,bw_3ma_neutral,17142.944444444445,Nike
1723,2021-01-21,bw_3ma_neutral,17096.855555555554,Nike
1724,2021-01-20,bw_3ma_neutral,17199.233333333334,Nike
1725,2021-01-19,bw_3ma_neutral,17184.933333333334,Nike
1726,2021-01-18,bw_3ma_neutral,17168.366666666665,Nike
1727,2021-01-17,bw_3ma_neutral,17234.87777777778,Nike
1728,2021-01-16,bw_3ma_neutral,17632.37777777778,Nike
1729,2021-01-15,bw_3ma_neutral,17620.12222222222,Nike
1730,2021-01-14,bw_3ma_neutral,17589.022222222222,Nike
1731,2021-01-13,bw_3ma_neutral,17590.61111111111,Nike
1732,2021-01-12,bw_3ma_neutral,17564.277777777777,Nike
1733,2021-01-11,bw_3ma_neutral,17570.855555555554,Nike
1734,2021-01-10,bw_3ma_neutral,17600.82222222222,Nike
1735,2021-04-12,bw_3ma_volume,10998.433333333332,Nike
1736,2021-04-11,bw_3ma_volume,10950.766666666666,Nike
1737,2021-04-10,bw_3ma_volume,10917.622222222222,Nike
1738,2021-04-09,bw_3ma_volume,10823.866666666667,Nike
1739,2021-04-08,bw_3ma_volume,10786.866666666667,Nike
1740,2021-04-07,bw_3ma_volume,10731.022222222222,Nike
1741,2021-04-06,bw_3ma_volume,10603.433333333332,Nike
1742,2021-04-05,bw_3ma_volume,10417.966666666667,Nike
1743,2021-04-04,bw_3ma_volume,10262.677777777777,Nike
1744,2021-04-03,bw_3ma_volume,10091.944444444445,Nike
1745,2021-04-02,bw_3ma_volume,9864.022222222222,Nike
1746,2021-04-01,bw_3ma_volume,9530.766666666666,Nike
1747,2021-03-31,bw_3ma_volume,9446.777777777777,Nike
1748,2021-03-30,bw_3ma_volume,9429.533333333333,Nike
1749,2021-03-29,bw_3ma_volume,9236.344444444445,Nike
1750,2021-03-28,bw_3ma_volume,8863.133333333333,Nike
1751,2021-03-27,bw_3ma_volume,8405.244444444445,Nike
1752,2021-03-26,bw_3ma_volume,8240.877777777778,Nike
1753,2021-03-25,bw_3ma_volume,8131.0,Nike
1754,2021-03-24,bw_3ma_volume,7983.222222222223,Nike
1755,2021-03-23,bw_3ma_volume,7965.066666666667,Nike
1756,2021-03-22,bw_3ma_volume,7937.833333333333,Nike
1757,2021-03-21,bw_3ma_volume,7810.033333333334,Nike
1758,2021-03-20,bw_3ma_volume,7753.511111111111,Nike
1759,2021-03-19,bw_3ma_volume,7737.166666666667,Nike
1760,2021-03-18,bw_3ma_volume,7719.688888888889,Nike
1761,2021-03-17,bw_3ma_volume,7702.666666666667,Nike
1762,2021-03-16,bw_3ma_volume,7671.566666666667,Nike
1763,2021-03-15,bw_3ma_volume,7536.955555555555,Nike
1764,2021-03-14,bw_3ma_volume,7507.211111111111,Nike
1765,2021-03-13,bw_3ma_volume,7486.333333333333,Nike
1766,2021-03-12,bw_3ma_volume,7492.011111111111,Nike
1767,2021-03-11,bw_3ma_volume,7506.1,Nike
1768,2021-03-10,bw_3ma_volume,7482.266666666666,Nike
1769,2021-03-09,bw_3ma_volume,7449.122222222222,Nike
1770,2021-03-08,bw_3ma_volume,7455.933333333333,Nike
1771,2021-03-07,bw_3ma_volume,7453.211111111111,Nike
1772,2021-03-06,bw_3ma_volume,7455.033333333334,Nike
1773,2021-03-05,bw_3ma_volume,7425.977777777778,Nike
1774,2021-03-04,bw_3ma_volume,7410.0888888888885,Nike
1775,2021-03-03,bw_3ma_volume,7332.9111111111115,Nike
1776,2021-03-02,bw_3ma_volume,7339.488888888889,Nike
1777,2021-03-01,bw_3ma_volume,7095.666666666667,Nike
1778,2021-02-28,bw_3ma_volume,6961.277777777777,Nike
1779,2021-02-27,bw_3ma_volume,7036.188888888889,Nike
1780,2021-02-26,bw_3ma_volume,7046.188888888889,Nike
1781,2021-02-25,bw_3ma_volume,7052.544444444445,Nike
1782,2021-02-24,bw_3ma_volume,7046.4111111111115,Nike
1783,2021-02-23,bw_3ma_volume,7048.222222222223,Nike
1784,2021-02-22,bw_3ma_volume,7040.955555555555,Nike
1785,2021-02-21,bw_3ma_volume,7046.177777777778,Nike
1786,2021-02-20,bw_3ma_volume,7026.866666666667,Nike
1787,2021-02-19,bw_3ma_volume,6892.466666666666,Nike
1788,2021-02-18,bw_3ma_volume,6880.211111111111,Nike
1789,2021-02-17,bw_3ma_volume,6886.122222222222,Nike
1790,2021-02-16,bw_3ma_volume,6900.2,Nike
1791,2021-02-15,bw_3ma_volume,6907.688888888889,Nike
1792,2021-02-14,bw_3ma_volume,6911.322222222222,Nike
1793,2021-02-13,bw_3ma_volume,6896.344444444445,Nike
1794,2021-02-12,bw_3ma_volume,6900.644444444444,Nike
1795,2021-02-11,bw_3ma_volume,6891.788888888889,Nike
1796,2021-02-10,bw_3ma_volume,6890.888888888889,Nike
1797,2021-02-09,bw_3ma_volume,6893.388888888889,Nike
1798,2021-02-08,bw_3ma_volume,6893.166666666667,Nike
1799,2021-02-07,bw_3ma_volume,6863.666666666667,Nike
1800,2021-02-06,bw_3ma_volume,6850.044444444445,Nike
1801,2021-02-05,bw_3ma_volume,6824.622222222222,Nike
1802,2021-02-04,bw_3ma_volume,6804.866666666667,Nike
1803,2021-02-03,bw_3ma_volume,6773.311111111111,Nike
1804,2021-02-02,bw_3ma_volume,6748.566666666667,Nike
1805,2021-02-01,bw_3ma_volume,6418.477777777778,Nike
1806,2021-01-31,bw_3ma_volume,5968.066666666667,Nike
1807,2021-01-30,bw_3ma_volume,5963.977777777778,Nike
1808,2021-01-29,bw_3ma_volume,5932.877777777778,Nike
1809,2021-01-28,bw_3ma_volume,5892.466666666666,Nike
1810,2021-01-27,bw_3ma_volume,5894.5,Nike
1811,2021-01-26,bw_3ma_volume,5885.877777777778,Nike
1812,2021-01-25,bw_3ma_volume,5895.633333333333,Nike
1813,2021-01-24,bw_3ma_volume,5902.0,Nike
1814,2021-01-23,bw_3ma_volume,5919.477777777778,Nike
1815,2021-01-22,bw_3ma_volume,5904.044444444445,Nike
1816,2021-01-21,bw_3ma_volume,5897.2444444444445,Nike
1817,2021-01-20,bw_3ma_volume,5905.644444444444,Nike
1818,2021-01-19,bw_3ma_volume,5915.633333333333,Nike
1819,2021-01-18,bw_3ma_volume,5898.822222222222,Nike
1820,2021-01-17,bw_3ma_volume,5971.466666666666,Nike
1821,2021-01-16,bw_3ma_volume,6294.966666666666,Nike
1822,2021-01-15,bw_3ma_volume,6283.377777777778,Nike
1823,2021-01-14,bw_3ma_volume,6262.711111111111,Nike
1824,2021-01-13,bw_3ma_volume,6219.111111111111,Nike
1825,2021-01-12,bw_3ma_volume,5923.077777777778,Nike
1826,2021-01-11,bw_3ma_volume,5912.4111111111115,Nike
1827,2021-01-10,bw_3ma_volume,5934.2,Nike
1828,2021-04-12,cc_3ma_positive,28.122222222222224,Nike
1829,2021-04-11,cc_3ma_positive,27.5,Nike
1830,2021-04-10,cc_3ma_positive,27.466666666666665,Nike
